type,space,price,area_price,address,metro,subtitle,date,source
3-к. квартира,41,7 707 000₽,,"ул. Костюшко, 26","Московская ,16–20 мин.",,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_418_m_25_et._7969072761?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
3-к. квартира,63,14 300 000₽,,"Варшавская ул., 37к1","Парк Победы ,11–15 мин.",,24 ноября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_636_m_47_et._7779235946?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
3-к. квартира,82,21 000 000₽,,"ул. Жуковского, 41","Площадь Восстания ,6–10 мин.",,17 сентября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_822_m_46_et._7725612684?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
1-к. квартира,40,18 990 000₽,,"ул. Одоевского, 21к1","Приморская ,16–20 мин.",,7 октября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_403_m_99_et._7674634731?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
Квартира-студия,22 м²,5 700 000₽,,"ул. Маяковского, 34/4","Чернышевская ,6–10 мин.",,11 апреля 2023,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_22_m_24_et._2916017086?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
3-к. апартаменты,191,180 000 000₽,,"Крестовский пр-т, 12","Крестовский остров ,6–10 мин.",,3 недели назад,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._apartamenty_1918_m_46_et._7898670836?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
2-к. квартира,51,13 800 000₽,,"ул. Димитрова, 31/1","Проспект Славы ,11–15 мин.",,1 неделю назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_517_m_512_et._7945424836?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
2-к. квартира,68,30 219 332₽,,,"Чёрная речка ,11–15 мин.",,,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_684_m_710_et._7521943444?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
3-к. квартира,58 м²,10 000 000₽,,"пр-т Большевиков, 26к1","Улица Дыбенко ,11–15 мин.",,9 октября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_58_m_510_et._7715143395?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
4-к. квартира,102,34 000 000₽,,"Кременчугская ул., 19к3","Площадь А. Невского II ,11–15 мин.",,3 часа назад,https://www.avito.ru/sankt-peterburg/kvartiry/4-k._kvartira_1027_m_29_et._7999696651?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
2-к. квартира,50 м²,11 100 000₽,,"пр-т Большевиков, 33к1","Улица Дыбенко ,11–15 мин.",,4 часа назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_50_m_79_et._7970587455?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJkT0dhcVptanJPbGtLa0UxIjt9_F-3sj8AAAA
Квартира-студия,24,7 400 000₽,,"Арцеуловская аллея, 19",,,9 часов назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_244_m_2224_et._7920585882?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
1-к. квартира,31,6 150 000₽,,"ул. Софьи Ковалевской, 4","Академическая ,6–10 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_311_m_29_et._7961401155?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
2-к. квартира,64,17 500 000₽,,"Большой пр-т Васильевского острова, 84","Горный институт ,6–10 мин.",,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_641_m_311_et._7961465277?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
1-к. квартира,25 м²,5 000 000₽,,"Автовская ул., 29","Автово ,6–10 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_25_m_28_et._7887952334?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
Квартира-студия,22 м²,8 420 000₽,,"Большая Посадская ул., 4","Горьковская ,до 5 мин.",,26 мая 2025,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_22_m_24_et._7419888378?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
Квартира-студия,25 м²,6 700 000₽,,"Галерная ул., 30","Василеостровская ,16–20 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_25_m_33_et._7888944801?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
Квартира-студия,29,5 200 000₽,,"Русановская ул., 18к8","Обухово ,от 31 мин.",,8 февраля 2025,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_293_m_1624_et._4637075203?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
2-к. квартира,44,7 900 000₽,,"Белградская ул., 26к4","Международная ,16–20 мин.",,2 октября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_443_m_25_et._7669143836?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
2-к. квартира,50,8 000 000₽,,"пр-т Наставников, 29к1","Ладожская ,от 31 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_506_m_716_et._7967602725?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
4-к. квартира,73,11 000 000₽,,"пр-т Косыгина, 11к2","Ладожская ,21–30 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/4-k._kvartira_734_m_39_et._7973532097?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
3-к. квартира,54,15 000 000₽,,"Софийская ул., 34к1","Международная ,21–30 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_546_m_69_et._7969137051?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
Квартира-студия,25,5 545 000₽,,"Орлово-Денисовский пр-т, 19к4","Проспект Просвещения ,от 31 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_259_m_625_et._7910216202?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
1-к. квартира,41,10 500 000₽,,"Полевая Сабировская ул., 47к2","Старая деревня ,16–20 мин.",,8 октября 2023,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_415_m_2225_et._3504414667?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
1-к. квартира,35,3 700 000₽,,"Синопская наб., 28","Площадь А. Невского I ,6–10 мин.",,10 февраля 2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_359_m_33_et._4635865206?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
2-к. квартира,50 м²,10 500 000₽,,"ул. Карпинского, 34к5","Академическая ,16–20 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_50_m_49_et._7870839967?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
Квартира-студия,27 м²,5 680 000₽,,"ул. Жуковского, 5","Маяковская ,6–10 мин.",,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_27_m_47_et._7987661417?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
Квартира-студия,21 м²,4 399 000₽,,"18-я линия Васильевского острова, 23","Горный институт ,6–10 мин.",,21 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_21_m_37_et._7851213558?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
1-к. квартира,38,7 050 000₽,,"ул. Маршала Захарова, 12к2",,,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_388_m_514_et._7977744086?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
1-к. квартира,43,8 500 000₽,,"пр-т Елизарова, 29","Елизаровская ,6–10 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_435_m_45_et._7947028992?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
2-к. квартира,46,10 800 000₽,,"Кавалергардская ул., 19","Чернышевская ,21–30 мин.",,3 недели назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_463_m_15_et._7870040010?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
Квартира-студия,13 м²,4 050 000₽,,"Лиговский пр-т, 80","Лиговский проспект ,до 5 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_13_m_25_et._7899213764?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
Квартира-студия,25,7 600 000₽,,"Варшавская ул., 19к5","Электросила ,6–10 мин.",,8 июля 2024,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_253_m_1220_et._4180015928?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
1-к. квартира,30,6 400 000₽,,"Русановская ул., 18к6","Обухово ,от 31 мин.",,23 марта 2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_308_m_1824_et._7241345613?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
2-к. квартира,45 м²,8 750 000₽,,"пр-т Тореза, 40к1","Площадь Мужества ,11–15 мин.",,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_45_m_49_et._7999687274?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
1-к. квартира,33,9 590 000₽,,"Кушелевская дорога, 5к3","Площадь Мужества ,21–30 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_339_m_325_et._7851990617?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
Квартира-студия,25,7 600 000₽,,"пр-т Энергетиков, 9к1","Ладожская ,6–10 мин.",,2 июня 2020,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_251_m_824_et._1918314069?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
1-к. квартира,32,7 300 000₽,,"Планерная ул., 89","Комендантский проспект ,от 31 мин.",,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_321_m_1014_et._8045006857?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
Квартира-студия,30,8 650 000₽,,"Кузнечный пер., 14А","Владимирская ,до 5 мин.",,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_304_m_24_et._7892855772?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
3-к. квартира,42 м²,6 790 000₽,,"ул. Бурцева, 13","Проспект Ветеранов ,21–30 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_42_m_45_et._7967200686?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
2-к. квартира,54 м²,14 950 000₽,,"ул. Беринга, 10","Горный институт ,11–15 мин.",,11 декабря 2024,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_54_m_67_et._4465434738?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
1-к. квартира,31 м²,4 950 000₽,,"пр-т Ветеранов, 136","Проспект Ветеранов ,от 31 мин.",,14 ноября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_31_m_55_et._7724917516?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
1-к. квартира,31,7 200 000₽,,"Ланское ш., 20к1","Пионерская ,16–20 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_313_m_35_et._7955608416?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
1-к. квартира,33,6 290 000₽,,"Меридианная ул., 8",,,1 неделю назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_338_m_15_et._7939741334?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
1-к. квартира,34,9 900 000₽,,"ул. Адмирала Черокова, 20",,,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_343_m_713_et._8045241850?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
3-к. квартира,71,12 990 000₽,,"пр-т Косыгина, 23к1","Ладожская ,от 31 мин.",,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_713_m_916_et._7899732492?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
1-к. квартира,32 м²,8 875 000₽,,"пр-т Маршала Жукова, 26/16","Юго-Западная ,до 5 мин.",,2 недели назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_32_m_89_et._7969357195?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
1-к. квартира,38,7 300 000₽,,"ул. Дмитрия Устинова, 5","Рыбацкое ,6–10 мин.",,22 января 22:55,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_387_m_412_et._7868049662?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
2-к. квартира,57,13 750 000₽,,"Планерная ул., 41/2","Комендантский проспект ,21–30 мин.",,7 декабря 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_576_m_310_et._7859279724?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
2-к. квартира,42,8 800 000₽,,"Сердобольская ул., 13","Чёрная речка ,16–20 мин.",,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_427_m_35_et._7870452329?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
2-к. квартира,46 м²,9 200 000₽,,"ул. Симонова, 9к3","Проспект Просвещения ,11–15 мин.",,13 января 23:38,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_46_m_49_et._7883165082?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
2-к. квартира,44,11 440 000₽,,"пр-т Юрия Гагарина, 26к1","Московская ,11–15 мин.",,2 недели назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_446_m_55_et._7973338634?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
2-к. квартира,45,7 300 000₽,,"пр-т Культуры, 11к1","Проспект Просвещения ,от 31 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_453_m_49_et._7977735895?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
2-к. квартира,51,10 300 000₽,,"Ленинский пр-т, 100к2","Юго-Западная ,11–15 мин.",,26 октября 2025,https://www.avito.ru/sankt-peterburg/kvartiry/2-k._kvartira_516_m_916_et._7687201049?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
1-к. квартира,40,10 500 000₽,,"ул. Дыбенко, 5к1","Улица Дыбенко ,21–30 мин.",,23 января 2024,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_407_m_1926_et._3851905620?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
3-к. квартира,62,11 000 000₽,,"ул. Антонова-Овсеенко, 5к2","Улица Дыбенко ,16–20 мин.",,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_622_m_89_et._7919095890?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
Апартаменты-студия,21,5 800 000₽,,"Московский пр-т, 73к3","Фрунзенская ,до 5 мин.",,13 января 01:42,https://www.avito.ru/sankt-peterburg/kvartiry/apartamenty-studiya_214_m_612_et._7837210018?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
4-к. квартира,71 м²,13 800 000₽,,"Моховая ул., 27-29","Чернышевская ,11–15 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/4-k._kvartira_71_m_24_et._7890858793?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
1-к. квартира,29,8 499 000₽,,"ул. Хлопина, 7к4","Площадь Мужества ,до 5 мин.",,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_296_m_711_et._7848662149?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
1-к. квартира,38,8 180 000₽,,"ул. Олеко Дундича, 35к1","Дунайская ,11–15 мин.",,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_384_m_912_et._7918080414?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
1-к. квартира,35,11 500 000₽,,"11-я Красноармейская ул., 2Б","Технологический ин-т II ,11–15 мин.",,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/1-k._kvartira_358_m_44_et._7908873431?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJIZFE1NENyYU1RQ2VOV0V6Ijt98O-5DD8AAAA
Квартира-студия,24,6 200 000₽,,"Арцеуловская аллея, 17",,,7 дней назад,https://www.avito.ru/sankt-peterburg/kvartiry/kvartira-studiya_247_m_1114_et._7938448966?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJieGpYMGdTanRuU0ZUMlphIjt9U3UWdz8AAAA
3-к. квартира,52,7 480 000₽,,"ул. Ушинского, 22/97","Гражданский проспект ,11–15 мин.",,3 дня назад,https://www.avito.ru/sankt-peterburg/kvartiry/3-k._kvartira_521_m_912_et._7977072348?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJieGpYMGdTanRuU0ZUMlphIjt9U3UWdz8AAAA
